Datetime,Heating Demand (W),Cooling Demand (W),Electricity Consumption (kWh),Natural Gas Consumption (MMBTU),New_date_time
2006-Jan-01 01:00:00,90834.76067,-972532.6518,788.4869687,0,1/1/2018 0:00
2006-Jan-01 02:00:00,87999.80814,-971538.2712,785.2167397,0,1/1/2018 1:00
2006-Jan-01 03:00:00,106675.8653,-970675.148,723.8293917,0,1/1/2018 2:00
2006-Jan-01 04:00:00,104355.2462,-969901.497,670.2251803,0,1/1/2018 3:00
2006-Jan-01 05:00:00,129661.9472,-969056.2022,615.9025673,0,1/1/2018 4:00
2006-Jan-01 06:00:00,120160.5463,-968075.7864,664.4963898,0,1/1/2018 5:00
2006-Jan-01 07:00:00,195100.2316,-967283.4092,659.2719064,0,1/1/2018 6:00
2006-Jan-01 08:00:00,126048.7798,-966832.0912,702.1233807,0,1/1/2018 7:00
2006-Jan-01 09:00:00,108710.6625,-967121.3182,790.1223683,0,1/1/2018 8:00
2006-Jan-01 10:00:00,82869.96606,-968165.4912,706.9355442,0,1/1/2018 9:00
2006-Jan-01 11:00:00,79716.84524,-973826.07,764.8083982,0,1/1/2018 10:00
2006-Jan-01 12:00:00,94731.77317,-1082302.595,777.7461345,0,1/1/2018 11:00
2006-Jan-01 13:00:00,94652.71035,-1208467.271,709.980018,0,1/1/2018 12:00
2006-Jan-01 14:00:00,116979.6419,-1349846.751,746.8067752,0,1/1/2018 13:00
2006-Jan-01 15:00:00,94734.1431,-1300779.893,740.3657393,0,1/1/2018 14:00
2006-Jan-01 16:00:00,79727.62254,-1289318.189,706.7952219,0,1/1/2018 15:00
2006-Jan-01 17:00:00,79707.1469,-1168062.743,800.5713761,0,1/1/2018 16:00
2006-Jan-01 18:00:00,79862.22437,-992971.6558,683.3370554,0,1/1/2018 17:00
2006-Jan-01 19:00:00,79803.53188,-984086.048,794.5812414,0,1/1/2018 18:00
2006-Jan-01 20:00:00,86278.30713,-981315.2706,747.5760416,0,1/1/2018 19:00
2006-Jan-01 21:00:00,106610.2385,-978695.828,763.6385192,0,1/1/2018 20:00
2006-Jan-01 22:00:00,135675.3449,-976647.3894,690.5497542,0,1/1/2018 21:00
2006-Jan-01 23:00:00,125133.2775,-974938.4664,724.6913123,0,1/1/2018 22:00
2006-Jan-02 00:00:00,116200.3361,-973603.9842,739.0166388,0,1/1/2018 23:00
2006-Jan-02 01:00:00,96451.32556,-972824.3024,652.0026429,0,1/2/2018 0:00
2006-Jan-02 02:00:00,91990.81809,-972105.4762,766.3374986,0,1/2/2018 1:00
2006-Jan-02 03:00:00,111012.4967,-971607.695,660.8345674,0,1/2/2018 2:00
2006-Jan-02 04:00:00,123494.7055,-970598.6626,684.5853778,0,1/2/2018 3:00
2006-Jan-02 05:00:00,1174357.955,-968855.9858,680.8322971,0,1/2/2018 4:00
2006-Jan-02 06:00:00,2504214.847,-952269.8126,731.1710018,8.585325355,1/2/2018 5:00
2006-Jan-02 07:00:00,5239420.113,-971111.7492,749.6071995,24.60405777,1/2/2018 6:00
2006-Jan-02 08:00:00,4100227.969,-1058314.047,799.7422047,17.15579427,1/2/2018 7:00
2006-Jan-02 09:00:00,2746763.315,-982232.2086,687.2660013,15.57013097,1/2/2018 8:00
2006-Jan-02 10:00:00,1963351.217,-992040.2126,711.0025465,12.62136478,1/2/2018 9:00
2006-Jan-02 11:00:00,727480.4859,-991186.3154,765.9833053,4.781190553,1/2/2018 10:00
2006-Jan-02 12:00:00,597245.2897,-993889.806,639.4071845,2.707086138,1/2/2018 11:00
2006-Jan-02 13:00:00,717807.9181,-1071525.858,704.3911052,3.968424579,1/2/2018 12:00
2006-Jan-02 14:00:00,544610.5782,-1117049.108,816.1306255,2.823202164,1/2/2018 13:00
2006-Jan-02 15:00:00,378234.6353,-1157495.135,776.1946058,1.403996148,1/2/2018 14:00
2006-Jan-02 16:00:00,381210.0816,-1143462.84,833.1245896,1.85335985,1/2/2018 15:00
2006-Jan-02 17:00:00,524833.9763,-1052588.961,675.4872596,2.338091472,1/2/2018 16:00
2006-Jan-02 18:00:00,959358.6551,-1003169.643,817.4273604,5.870451871,1/2/2018 17:00
2006-Jan-02 19:00:00,1467751.967,-995771.5748,677.1697334,9.100565898,1/2/2018 18:00
2006-Jan-02 20:00:00,1624952.806,-992327.7682,745.3829649,9.619692562,1/2/2018 19:00
2006-Jan-02 21:00:00,1654311.7,-990348.9806,770.9398705,10.03181451,1/2/2018 20:00
2006-Jan-02 22:00:00,1546085.902,-989478.092,740.1635818,7.602160361,1/2/2018 21:00
2006-Jan-02 23:00:00,87138.07869,-987676.3202,700.5096003,0.103782805,1/2/2018 22:00
2006-Jan-03 00:00:00,87340.31024,-987616.2434,665.4437028,0,1/2/2018 23:00
2006-Jan-03 01:00:00,50000,-987532.2006,789.6693576,0,1/3/2018 0:00
2006-Jan-03 02:00:00,50000,-987190.7332,733.2315147,0,1/3/2018 1:00
2006-Jan-03 03:00:00,50000,-988026.1006,708.0169899,0,1/3/2018 2:00
2006-Jan-03 04:00:00,50000,-991216.4946,829.7098497,0,1/3/2018 3:00
2006-Jan-03 05:00:00,50000,-1004126.015,805.8122137,0,1/3/2018 4:00
2006-Jan-03 06:00:00,50000,-948015.3182,639.9041268,0,1/3/2018 5:00
2006-Jan-03 07:00:00,1578845.145,-1382621.914,863.8554321,4.86268411,1/3/2018 6:00
2006-Jan-03 08:00:00,1301424.953,-1360320.456,756.8744398,7.711758941,1/3/2018 7:00
2006-Jan-03 09:00:00,511513.6423,-1298655.986,811.6128048,2.95640153,1/3/2018 8:00
2006-Jan-03 10:00:00,409203.0581,-1100658.459,839.3718923,2.269895531,1/3/2018 9:00
2006-Jan-03 11:00:00,363157.3355,-1001959.08,660.9120792,1.452821256,1/3/2018 10:00
2006-Jan-03 12:00:00,412981.9902,-1126638.264,718.917012,1.42464733,1/3/2018 11:00
2006-Jan-03 13:00:00,501013.5286,-1130798.431,677.9053878,2.971757714,1/3/2018 12:00
2006-Jan-03 14:00:00,471403.6707,-1022913.97,760.0355847,1.9962888,1/3/2018 13:00
2006-Jan-03 15:00:00,358115.085,-1004344.386,631.7512418,1.415650474,1/3/2018 14:00
2006-Jan-03 16:00:00,394694.7669,-1004678.712,780.4469425,1.640507002,1/3/2018 15:00
2006-Jan-03 17:00:00,567990.1076,-1004709.002,655.4705619,3.496469071,1/3/2018 16:00
2006-Jan-03 18:00:00,1007582.408,-1002000.226,726.3430031,5.171507824,1/3/2018 17:00
2006-Jan-03 19:00:00,1453228.873,-998406.9456,722.6054948,6.649629182,1/3/2018 18:00
2006-Jan-03 20:00:00,1563239.887,-996411.441,684.5790916,8.952561511,1/3/2018 19:00
2006-Jan-03 21:00:00,1707278.313,-994785.696,739.0486471,9.89252822,1/3/2018 20:00
2006-Jan-03 22:00:00,1728613.246,-993465.5294,655.6067863,12.46582132,1/3/2018 21:00
2006-Jan-03 23:00:00,87161.77677,-991895.9584,793.7785883,0.108507874,1/3/2018 22:00
2006-Jan-04 00:00:00,87423.64844,-989680.4618,762.7669773,0,1/3/2018 23:00
2006-Jan-04 01:00:00,50000,-986812.1886,793.7677988,0,1/4/2018 0:00
2006-Jan-04 02:00:00,50000,-986090.8534,750.6270231,0,1/4/2018 1:00
2006-Jan-04 03:00:00,50000,-984836.464,647.7824209,0,1/4/2018 2:00
2006-Jan-04 04:00:00,50000,-982487.4068,749.8985291,0,1/4/2018 3:00
2006-Jan-04 05:00:00,193634.5612,-982097.3454,713.5461723,0,1/4/2018 4:00
2006-Jan-04 06:00:00,50000,-934294.398,725.0930935,0,1/4/2018 5:00
2006-Jan-04 07:00:00,3919341.593,-990910.3328,647.9047279,17.46962046,1/4/2018 6:00
2006-Jan-04 08:00:00,3889673.358,-987834.0168,680.2305214,24.47900136,1/4/2018 7:00
2006-Jan-04 09:00:00,1529553.523,-992731.7788,750.5732564,10.08048542,1/4/2018 8:00
2006-Jan-04 10:00:00,929503.6596,-997489.1938,678.0329923,4.821820826,1/4/2018 9:00
2006-Jan-04 11:00:00,683193.3229,-1000172.743,723.3997236,3.640471134,1/4/2018 10:00
2006-Jan-04 12:00:00,606522.3366,-1001843.63,660.6819555,2.874747003,1/4/2018 11:00
2006-Jan-04 13:00:00,747422.6821,-1002794.579,641.4017114,4.045368205,1/4/2018 12:00
2006-Jan-04 14:00:00,555941.3195,-1004352.923,629.2344082,2.23530293,1/4/2018 13:00
2006-Jan-04 15:00:00,404174.1574,-1009793.566,648.0101415,2.03630711,1/4/2018 14:00
2006-Jan-04 16:00:00,426487.2858,-1016786.687,754.1357987,1.987657111,1/4/2018 15:00
2006-Jan-04 17:00:00,553516.976,-1018897.421,661.5605828,2.908291142,1/4/2018 16:00
2006-Jan-04 18:00:00,899340.7277,-1018814.774,692.6578951,5.44164667,1/4/2018 17:00
2006-Jan-04 19:00:00,2302067.397,-1010939.934,691.637482,12.52760957,1/4/2018 18:00
2006-Jan-04 20:00:00,1652609.833,-1003271.191,637.1790359,9.220240107,1/4/2018 19:00
2006-Jan-04 21:00:00,3105555.82,-1000189.142,783.7957933,19.32165343,1/4/2018 20:00
2006-Jan-04 22:00:00,3891935.652,-998590.8212,770.2486205,19.84887235,1/4/2018 21:00
2006-Jan-04 23:00:00,87193.4798,-996793.4494,805.1626204,0.461060637,1/4/2018 22:00
2006-Jan-05 00:00:00,87460.8319,-994134.87,643.4107833,0,1/4/2018 23:00
2006-Jan-05 01:00:00,50000,-992346.9066,768.3784194,0,1/5/2018 0:00
2006-Jan-05 02:00:00,50000,-991312.9692,752.4365396,0,1/5/2018 1:00
2006-Jan-05 03:00:00,50000,-989364.551,631.7007504,0,1/5/2018 2:00
2006-Jan-05 04:00:00,50000,-988483.4724,806.3913479,0,1/5/2018 3:00
2006-Jan-05 05:00:00,176028.2766,-987111.7422,716.8120049,0,1/5/2018 4:00
2006-Jan-05 06:00:00,2281902.094,-986102.5544,650.0269732,8.982231297,1/5/2018 5:00
2006-Jan-05 07:00:00,3673186.456,-986644.5982,724.2649788,16.73462067,1/5/2018 6:00
2006-Jan-05 08:00:00,3059291.628,-988618.438,667.3877731,13.81443536,1/5/2018 7:00
2006-Jan-05 09:00:00,1795689.891,-994547.0544,802.1808646,8.517172814,1/5/2018 8:00
2006-Jan-05 10:00:00,767941.3046,-999089.785,629.0117034,3.842719508,1/5/2018 9:00
2006-Jan-05 11:00:00,509392.683,-1001363.176,709.102721,2.872802243,1/5/2018 10:00
2006-Jan-05 12:00:00,448163.5737,-1002867.777,817.4668662,1.837009873,1/5/2018 11:00
2006-Jan-05 13:00:00,508249.9937,-1028031.967,708.723052,2.980152737,1/5/2018 12:00
2006-Jan-05 14:00:00,461053.1194,-1194411.205,732.7593806,1.814046758,1/5/2018 13:00
2006-Jan-05 15:00:00,309771.3026,-1282633.072,791.1252976,1.443247876,1/5/2018 14:00
2006-Jan-05 16:00:00,303069.1864,-1348884.805,916.0143191,0.971834694,1/5/2018 15:00
2006-Jan-05 17:00:00,388977.5046,-1259382.843,745.7154499,1.360429615,1/5/2018 16:00
2006-Jan-05 18:00:00,477070.7531,-1031935.849,685.850764,1.775819097,1/5/2018 17:00
2006-Jan-05 19:00:00,832911.6724,-1013007.064,806.8242162,4.436827199,1/5/2018 18:00
2006-Jan-05 20:00:00,1040893.331,-1003951.967,782.1627807,4.512053141,1/5/2018 19:00
2006-Jan-05 21:00:00,1209458.062,-999857.7238,639.7122402,8.479464238,1/5/2018 20:00
2006-Jan-05 22:00:00,1286596.007,-997645.8576,671.7347295,6.79677316,1/5/2018 21:00
2006-Jan-05 23:00:00,87229.48333,-996161.6816,752.4766085,0.074798063,1/5/2018 22:00
2006-Jan-06 00:00:00,87479.66898,-994482.6452,716.6152528,0,1/5/2018 23:00
2006-Jan-06 01:00:00,50000,-992187.9394,799.1743754,0,1/6/2018 0:00
2006-Jan-06 02:00:00,50000,-990407.9808,678.8420552,0,1/6/2018 1:00
2006-Jan-06 03:00:00,50000,-989504.8216,807.5832804,0,1/6/2018 2:00
2006-Jan-06 04:00:00,50000,-988070.2674,769.0834616,0,1/6/2018 3:00
2006-Jan-06 05:00:00,50000,-988257.819,687.4952778,0,1/6/2018 4:00
2006-Jan-06 06:00:00,50000,-941921.4834,776.5135641,0,1/6/2018 5:00
2006-Jan-06 07:00:00,2274350.433,-996073.4716,816.0719075,7.213758503,1/6/2018 6:00
2006-Jan-06 08:00:00,1905843.601,-991003.2068,683.9220387,10.4300027,1/6/2018 7:00
2006-Jan-06 09:00:00,876521.7263,-994390.7398,775.7661604,4.472105397,1/6/2018 8:00
2006-Jan-06 10:00:00,487322.3217,-1012253.855,829.5219781,2.159272049,1/6/2018 9:00
2006-Jan-06 11:00:00,363313.1464,-1257742.552,838.9439735,1.303370894,1/6/2018 10:00
2006-Jan-06 12:00:00,401933.0264,-1623921.918,949.8720496,1.814674201,1/6/2018 11:00
2006-Jan-06 13:00:00,476656.1929,-1844421.778,959.8288965,2.135504962,1/6/2018 12:00
2006-Jan-06 14:00:00,454316.9586,-2072380.338,955.302184,1.687742857,1/6/2018 13:00
2006-Jan-06 15:00:00,304429.9602,-2237379.674,1133.659423,1.325721222,1/6/2018 14:00
2006-Jan-06 16:00:00,296855.398,-2111093.306,1026.471586,1.310932326,1/6/2018 15:00
2006-Jan-06 17:00:00,379233.9187,-1964762.126,1032.749948,1.613586051,1/6/2018 16:00
2006-Jan-06 18:00:00,266526.359,-1612521.583,818.1518771,0.740424554,1/6/2018 17:00
2006-Jan-06 19:00:00,348894.9365,-1409623.921,907.769128,1.415685671,1/6/2018 18:00
2006-Jan-06 20:00:00,387000.7772,-1306512.517,785.1912909,1.649111209,1/6/2018 19:00
2006-Jan-06 21:00:00,516526.3583,-1307046.062,903.168852,2.33636973,1/6/2018 20:00
2006-Jan-06 22:00:00,571363.9012,-1243252.76,736.8176883,3.513156228,1/6/2018 21:00
2006-Jan-06 23:00:00,87306.44979,-1060461.064,783.855537,0,1/6/2018 22:00
2006-Jan-07 00:00:00,87470.16832,-1057653.771,673.7866646,0,1/6/2018 23:00
2006-Jan-07 01:00:00,50000,-1039514.195,653.697833,0,1/7/2018 0:00
2006-Jan-07 02:00:00,50000,-1001277.339,833.6698242,0,1/7/2018 1:00
2006-Jan-07 03:00:00,50000,-1033307.418,837.927864,0,1/7/2018 2:00
2006-Jan-07 04:00:00,50000,-1019418.97,841.388925,0,1/7/2018 3:00
2006-Jan-07 05:00:00,50000,-1028217.827,692.6481676,0,1/7/2018 4:00
2006-Jan-07 06:00:00,50000,-949692.2244,796.1657527,0,1/7/2018 5:00
2006-Jan-07 07:00:00,1149280.219,-1113592.019,713.7013624,2.122001764,1/7/2018 6:00
2006-Jan-07 08:00:00,1089535.614,-1121514.221,721.6981103,7.039974165,1/7/2018 7:00
2006-Jan-07 09:00:00,563130.1864,-1231750.077,826.1665426,2.618531784,1/7/2018 8:00
2006-Jan-07 10:00:00,440454.704,-1459820.808,872.4047122,2.056363231,1/7/2018 9:00
2006-Jan-07 11:00:00,299052.9204,-1707921.658,887.7570999,1.207011408,1/7/2018 10:00
2006-Jan-07 12:00:00,259753.2906,-1863712.876,1032.181796,0.791738854,1/7/2018 11:00
2006-Jan-07 13:00:00,239581.2178,-1954304.443,1070.68662,0.753862621,1/7/2018 12:00
2006-Jan-07 14:00:00,230371.0719,-1987389.262,1073.335161,0.627985998,1/7/2018 13:00
2006-Jan-07 15:00:00,222638.6149,-1967165.694,991.3346642,0.642655876,1/7/2018 14:00
2006-Jan-07 16:00:00,256044.4553,-1960793.366,1074.516363,0.717932561,1/7/2018 15:00
2006-Jan-07 17:00:00,330678.0095,-1926014.159,1110.356991,1.118760744,1/7/2018 16:00
2006-Jan-07 18:00:00,102342.1701,-1893060.941,1035.324966,0,1/7/2018 17:00
2006-Jan-07 19:00:00,102373.8454,-1074229.687,787.7245895,0,1/7/2018 18:00
2006-Jan-07 20:00:00,102386.2676,-1061030.506,815.1261453,0,1/7/2018 19:00
2006-Jan-07 21:00:00,102361.7457,-1071875.888,777.2319857,0,1/7/2018 20:00
2006-Jan-07 22:00:00,117398.6469,-1052464.255,860.471112,0,1/7/2018 21:00
2006-Jan-07 23:00:00,87380.4086,-1058518.729,819.674127,0,1/7/2018 22:00
2006-Jan-08 00:00:00,87431.27306,-1041782.062,818.3539618,0,1/7/2018 23:00
2006-Jan-08 01:00:00,50000,-1045330.075,838.6548924,0,1/8/2018 0:00
2006-Jan-08 02:00:00,50000,-1025643.711,753.7860183,0,1/8/2018 1:00
2006-Jan-08 03:00:00,50000,-1022311.76,718.2397181,0,1/8/2018 2:00
2006-Jan-08 04:00:00,50000,-1013263.542,695.9322562,0,1/8/2018 3:00
2006-Jan-08 05:00:00,50000,-1124253.75,772.0699029,0,1/8/2018 4:00
2006-Jan-08 06:00:00,50000,-1011499.333,720.0290293,0,1/8/2018 5:00
2006-Jan-08 07:00:00,102412.0611,-1017318.164,823.4518022,0,1/8/2018 6:00
2006-Jan-08 08:00:00,79876.18215,-954156.8108,695.8284874,0,1/8/2018 7:00
2006-Jan-08 09:00:00,79979.33161,-1119307.248,676.1303543,0,1/8/2018 8:00
2006-Jan-08 10:00:00,80022.89987,-1015720.046,660.3243126,0,1/8/2018 9:00
2006-Jan-08 11:00:00,79943.17706,-1077185.472,806.9131308,0,1/8/2018 10:00
2006-Jan-08 12:00:00,94926.28788,-1108910.088,736.1652706,0,1/8/2018 11:00
2006-Jan-08 13:00:00,94857.97022,-1031198.525,688.8886442,0,1/8/2018 12:00
2006-Jan-08 14:00:00,117486.089,-1159460.928,876.7024128,0,1/8/2018 13:00
2006-Jan-08 15:00:00,94942.61666,-1171781.21,866.226672,0,1/8/2018 14:00
2006-Jan-08 16:00:00,79941.22503,-1062099.426,721.6274014,0,1/8/2018 15:00
2006-Jan-08 17:00:00,79867.93856,-1126313.734,708.2600135,0,1/8/2018 16:00
2006-Jan-08 18:00:00,79957.6987,-1024609.525,732.9923263,0,1/8/2018 17:00
2006-Jan-08 19:00:00,80018.89716,-1143307.624,767.0379825,0,1/8/2018 18:00
2006-Jan-08 20:00:00,79950.61307,-1015610.197,669.5823852,0,1/8/2018 19:00
2006-Jan-08 21:00:00,79870.25301,-1016586.666,650.1238496,0,1/8/2018 20:00
2006-Jan-08 22:00:00,102398.0329,-1094193.392,766.0207985,0,1/8/2018 21:00
2006-Jan-08 23:00:00,79960.05527,-1009782.839,802.5850299,0,1/8/2018 22:00
2006-Jan-09 00:00:00,80023.32009,-1004776.934,640.6430323,0,1/8/2018 23:00
2006-Jan-09 01:00:00,50000,-1074367.767,727.7898021,0,1/9/2018 0:00
2006-Jan-09 02:00:00,50000,-1003285.127,777.0498688,0,1/9/2018 1:00
2006-Jan-09 03:00:00,50000,-1054506.432,767.4082882,0,1/9/2018 2:00
2006-Jan-09 04:00:00,50000,-1038820.754,688.3891159,0,1/9/2018 3:00
2006-Jan-09 05:00:00,50000,-1079824.692,781.767924,0,1/9/2018 4:00
2006-Jan-09 06:00:00,50000,-1051080.762,730.1022285,0,1/9/2018 5:00
2006-Jan-09 07:00:00,831606.4883,-1488507.669,858.1598012,0,1/9/2018 6:00
2006-Jan-09 08:00:00,713899.7279,-1593221.764,865.1803054,0,1/9/2018 7:00
2006-Jan-09 09:00:00,323134.6442,-1920416.789,962.4388922,0,1/9/2018 8:00
2006-Jan-09 10:00:00,336423.4295,-1534589.511,988.2266863,0,1/9/2018 9:00
2006-Jan-09 11:00:00,349105.2983,-1106207.615,709.6937741,0,1/9/2018 10:00
2006-Jan-09 12:00:00,405173.1378,-1063950.122,661.6742029,0,1/9/2018 11:00
2006-Jan-09 13:00:00,483190.8695,-1087870.778,674.5693814,0,1/9/2018 12:00
2006-Jan-09 14:00:00,455273.1757,-1134307.808,858.4370496,1.757532283,1/9/2018 13:00
2006-Jan-09 15:00:00,305000.2206,-1116922.977,697.122634,1.066459607,1/9/2018 14:00
2006-Jan-09 16:00:00,297398.8867,-1226901.194,890.5584773,1.024671679,1/9/2018 15:00
2006-Jan-09 17:00:00,382519.8457,-1224089.529,742.9962627,1.9360601,1/9/2018 16:00
2006-Jan-09 18:00:00,394898.1096,-1032812.96,766.6116336,1.403306662,1/9/2018 17:00
2006-Jan-09 19:00:00,620469.3127,-1011051.796,741.9710262,3.760730241,1/9/2018 18:00
2006-Jan-09 20:00:00,889528.0396,-1002978.343,671.7545986,5.354481882,1/9/2018 19:00
2006-Jan-09 21:00:00,1227534.177,-999407.6466,662.2110925,7.371963671,1/9/2018 20:00
2006-Jan-09 22:00:00,1348932.035,-997493.1474,633.3655483,6.707038154,1/9/2018 21:00
2006-Jan-09 23:00:00,87394.41557,-996155.3532,800.7388128,0.069092114,1/9/2018 22:00
2006-Jan-10 00:00:00,87546.20015,-994511.7864,747.0586716,0,1/9/2018 23:00
2006-Jan-10 01:00:00,50000,-992266.7676,731.3883503,0,1/10/2018 0:00
2006-Jan-10 02:00:00,50000,-990866.7332,782.8911844,0,1/10/2018 1:00
2006-Jan-10 03:00:00,50000,-989607.0068,812.2626391,0,1/10/2018 2:00
2006-Jan-10 04:00:00,50000,-988764.4364,633.0268684,0,1/10/2018 3:00
2006-Jan-10 05:00:00,50000,-987810.3528,664.961601,0,1/10/2018 4:00
2006-Jan-10 06:00:00,50000,-941493.5502,751.3642073,0,1/10/2018 5:00
2006-Jan-10 07:00:00,2690880.945,-996256.8528,711.5386444,11.87251591,1/10/2018 6:00
2006-Jan-10 08:00:00,1946953.983,-1314369.362,896.6668328,11.45860936,1/10/2018 7:00
2006-Jan-10 09:00:00,1174506.915,-1022524.057,647.3394128,8.180385641,1/10/2018 8:00
2006-Jan-10 10:00:00,754923.9417,-999687.7876,630.6606571,3.702013134,1/10/2018 9:00
2006-Jan-10 11:00:00,579778.5073,-1002040.785,789.1550336,3.427903054,1/10/2018 10:00
2006-Jan-10 12:00:00,528809.3456,-1003508.695,754.581724,2.770474641,1/10/2018 11:00
2006-Jan-10 13:00:00,645031.7228,-1004316.016,670.9075697,3.453045362,1/10/2018 12:00
2006-Jan-10 14:00:00,500274.9891,-1005426.1,674.5525218,1.909637918,1/10/2018 13:00
2006-Jan-10 15:00:00,323263.8018,-1008945.1,677.7999178,1.491247894,1/10/2018 14:00
2006-Jan-10 16:00:00,318550.2663,-1012127.499,646.8876176,1.146394586,1/10/2018 15:00
2006-Jan-10 17:00:00,454169.5718,-1013992.247,650.5731012,1.616499114,1/10/2018 16:00
2006-Jan-10 18:00:00,689252.3408,-1011141.431,797.6410564,3.871291784,1/10/2018 17:00
2006-Jan-10 19:00:00,1247317.807,-1004096.525,699.3141854,8.570838179,1/10/2018 18:00
2006-Jan-10 20:00:00,1482004.028,-1000551.112,810.7234061,9.12307785,1/10/2018 19:00
2006-Jan-10 21:00:00,2166176.28,-999935.889,667.8057948,10.78341018,1/10/2018 20:00
2006-Jan-10 22:00:00,2503770.832,-1023581.977,666.1470105,12.54271251,1/10/2018 21:00
2006-Jan-10 23:00:00,87600.21846,-995943.1666,769.9031753,0.189786528,1/10/2018 22:00
2006-Jan-11 00:00:00,87391.02483,-993046.0768,733.8585165,0,1/10/2018 23:00
2006-Jan-11 01:00:00,50000,-990217.5456,697.9422707,0,1/11/2018 0:00
2006-Jan-11 02:00:00,50000,-989270.1936,661.2934993,0,1/11/2018 1:00
2006-Jan-11 03:00:00,50000,-987327.9038,791.5349127,0,1/11/2018 2:00
2006-Jan-11 04:00:00,50000,-986090.2626,773.951105,0,1/11/2018 3:00
2006-Jan-11 05:00:00,606570.2659,-983147.2344,699.9080103,0,1/11/2018 4:00
2006-Jan-11 06:00:00,3171017.493,-982885.6254,735.581165,17.79649382,1/11/2018 5:00
2006-Jan-11 07:00:00,4071101.39,-984856.3164,665.8504473,20.4301291,1/11/2018 6:00
2006-Jan-11 08:00:00,4678393.658,-1056743.406,674.5296895,28.07088596,1/11/2018 7:00
2006-Jan-11 09:00:00,2690628.666,-999180.7322,630.088987,13.65935399,1/11/2018 8:00
2006-Jan-11 10:00:00,1372370.678,-1015862.288,679.0538532,6.221343959,1/11/2018 9:00
2006-Jan-11 11:00:00,824633.0144,-1002235.463,755.4009889,3.772109469,1/11/2018 10:00
2006-Jan-11 12:00:00,663508.8198,-1003811.991,664.4144735,3.650851157,1/11/2018 11:00
2006-Jan-11 13:00:00,674204.3583,-1004848.978,721.2611146,4.126638062,1/11/2018 12:00
2006-Jan-11 14:00:00,513989.4678,-1006181.831,656.2633347,2.391333298,1/11/2018 13:00
2006-Jan-11 15:00:00,341848.4309,-1010998.569,631.9435946,1.645185567,1/11/2018 14:00
2006-Jan-11 16:00:00,322872.9514,-1018003.61,627.6868266,1.324668384,1/11/2018 15:00
2006-Jan-11 17:00:00,440932.8641,-1020064.037,690.0313542,2.435524475,1/11/2018 16:00
2006-Jan-11 18:00:00,809529.6819,-1019769.958,693.2374699,5.006266439,1/11/2018 17:00
2006-Jan-11 19:00:00,1927029.195,-1093404.901,644.6698294,8.350704543,1/11/2018 18:00
2006-Jan-11 20:00:00,1776364.056,-1127139.577,742.7482689,11.40250209,1/11/2018 19:00
2006-Jan-11 21:00:00,3246236.081,-1125184.12,708.9032776,15.99000806,1/11/2018 20:00
2006-Jan-11 22:00:00,4712815.904,-999300.6176,700.3491091,25.23375968,1/11/2018 21:00
2006-Jan-11 23:00:00,87649.31499,-997514.894,807.748338,0.377619047,1/11/2018 22:00
2006-Jan-12 00:00:00,87382.83642,-995473.502,678.0827505,0,1/11/2018 23:00
2006-Jan-12 01:00:00,50000,-993275.6744,682.4400752,0,1/12/2018 0:00
2006-Jan-12 02:00:00,50000,-990707.8548,688.4805072,0,1/12/2018 1:00
2006-Jan-12 03:00:00,50000,-989334.499,652.053836,0,1/12/2018 2:00
2006-Jan-12 04:00:00,50000,-986878.9682,732.3984902,0,1/12/2018 3:00
2006-Jan-12 05:00:00,150293.7598,-986573.2364,727.2136193,0,1/12/2018 4:00
2006-Jan-12 06:00:00,2290200.482,-986668.6316,631.1604312,11.91468728,1/12/2018 5:00
2006-Jan-12 07:00:00,3485207.82,-987070.9964,659.3451074,16.76500827,1/12/2018 6:00
2006-Jan-12 08:00:00,3386789.314,-989235.6554,815.1585395,19.61472541,1/12/2018 7:00
2006-Jan-12 09:00:00,1415532.943,-1010571.206,722.1631672,9.6001139,1/12/2018 8:00
2006-Jan-12 10:00:00,595301.26,-999131.6216,634.942984,3.205477704,1/12/2018 9:00
2006-Jan-12 11:00:00,412351.9129,-1001725.776,695.7984926,1.925042221,1/12/2018 10:00
2006-Jan-12 12:00:00,413319.1248,-1028254.841,671.7715057,1.808041017,1/12/2018 11:00
2006-Jan-12 13:00:00,498228.5918,-1127187.661,675.0507537,2.638972491,1/12/2018 12:00
2006-Jan-12 14:00:00,462563.6659,-1275132.572,776.1183312,2.611676468,1/12/2018 13:00
2006-Jan-12 15:00:00,309243.0433,-1316595.501,723.4513716,1.012559033,1/12/2018 14:00
2006-Jan-12 16:00:00,305064.6777,-1234948.138,843.65806,0.871641791,1/12/2018 15:00
2006-Jan-12 17:00:00,392880.0727,-1133217.527,856.3170957,1.977007817,1/12/2018 16:00
2006-Jan-12 18:00:00,526410.4708,-1017605.672,638.0456696,2.173968356,1/12/2018 17:00
2006-Jan-12 19:00:00,909737.6167,-1002284.936,641.294776,4.46473546,1/12/2018 18:00
2006-Jan-12 20:00:00,1059090.087,-999185.478,721.2915881,6.865601952,1/12/2018 19:00
2006-Jan-12 21:00:00,1250241.264,-997101.895,739.4739209,6.58298482,1/12/2018 20:00
2006-Jan-12 22:00:00,1311371.877,-995681.4582,750.8392565,8.012854146,1/12/2018 21:00
2006-Jan-12 23:00:00,87530.10504,-994484.7818,653.806252,0.070580974,1/12/2018 22:00
